NETime(ps)	MD_run	Estarttime(ns)	E_Distance(Å)	NE_Distance(Å)	Change(Å)
10ns	3	310	17.928	18.022	0.095
10ns	3	320	17.453	17.548	0.096
10ns	3	325	19.133	21.860	2.726
10ns	3	330	21.990	18.295	-3.695
10ns	3	340	19.558	18.481	-1.077
10ns	3	350	16.689	19.851	3.161
10ns	3	360	17.627	17.357	-0.270
10ns	3	370	21.246	17.948	-3.299
10ns	3	375	16.665	20.318	3.653
10ns	3	380	18.011	19.671	1.660
10ns	3	390	19.970	17.996	-1.974
10ns	3	400	17.748	19.967	2.219
10ns	3	410	21.009	20.092	-0.917
10ns	3	420	15.540	17.680	2.141
10ns	3	425	19.988	17.898	-2.090
10ns	3	430	17.120	18.597	1.477
10ns	3	440	20.860	17.943	-2.917
10ns	3	450	18.553	17.512	-1.041
10ns	3	460	16.954	18.233	1.279
10ns	3	470	19.161	18.385	-0.776
10ns	3	475	17.675	19.368	1.693
10ns	3	480	19.431	16.611	-2.820
10ns	3	490	18.369	18.893	0.525
10ns	3	500	17.524	17.650	0.126
10ns	4	50	15.757	12.355	-3.402
10ns	4	60	12.005	11.449	-0.556
10ns	4	70	10.926	12.690	1.764
10ns	4	75	13.002	11.806	-1.195
10ns	4	80	15.946	12.676	-3.270
10ns	4	90	17.344	13.165	-4.179
10ns	4	100	14.484	18.227	3.743
10ns	4	110	17.174	17.361	0.186
10ns	4	120	9.159	9.824	0.665
10ns	4	125	13.397	10.698	-2.699
10ns	4	130	12.654	13.268	0.614
10ns	4	140	11.488	11.435	-0.053
10ns	4	150	12.425	10.822	-1.602
10ns	4	160	10.149	12.411	2.262
10ns	4	170	11.638	11.630	-0.007
10ns	4	175	11.782	11.858	0.076
10ns	4	180	12.829	13.545	0.716
10ns	4	190	12.035	12.443	0.409
10ns	4	200	12.054	8.969	-3.085
10ns	4	210	11.684	10.028	-1.656
10ns	4	220	11.993	11.050	-0.943
10ns	4	225	12.223	11.689	-0.534
10ns	4	230	13.387	10.680	-2.708
10ns	4	240	11.166	12.699	1.533
10ns	4	250	8.286	10.620	2.334
10ns	4	260	13.373	15.293	1.921
10ns	4	270	13.787	14.266	0.479
10ns	4	275	12.531	12.538	0.007
10ns	4	280	11.203	13.526	2.323
10ns	4	290	12.064	11.371	-0.694
10ns	4	300	13.481	11.788	-1.693
10ns	4	310	20.818	17.075	-3.743
10ns	4	320	13.037	13.004	-0.033
10ns	4	325	13.732	16.651	2.919
10ns	4	330	12.702	13.998	1.296
10ns	4	340	12.336	11.648	-0.687
10ns	4	350	13.687	16.818	3.130
10ns	4	360	14.721	14.235	-0.486
10ns	4	370	14.336	13.404	-0.932
10ns	4	375	13.758	14.052	0.294
10ns	4	380	13.343	13.538	0.195
10ns	4	390	12.665	13.062	0.397
10ns	4	400	11.314	13.282	1.968
10ns	4	410	16.225	16.919	0.694
10ns	4	420	16.530	12.153	-4.377
10ns	4	425	10.781	14.955	4.174
10ns	4	430	16.559	18.025	1.466
10ns	4	440	19.061	13.407	-5.654
10ns	4	450	19.847	14.764	-5.084
10ns	4	460	17.984	15.275	-2.708
10ns	4	470	16.801	20.858	4.057
10ns	4	475	15.993	18.156	2.163
10ns	4	480	13.270	16.622	3.352
10ns	4	490	18.115	17.375	-0.739
10ns	4	500	18.001	17.346	-0.654
10ns	5	50	15.439	15.232	-0.207
10ns	5	60	18.066	20.102	2.036
10ns	5	70	21.861	23.565	1.704
10ns	5	75	22.205	21.981	-0.224
10ns	5	80	18.499	21.211	2.712
10ns	5	90	17.352	15.885	-1.467
10ns	5	100	19.900	15.731	-4.169
10ns	5	110	14.468	16.371	1.903
10ns	5	120	18.382	17.876	-0.505
10ns	5	125	16.752	17.833	1.081
10ns	5	130	16.223	18.335	2.112
10ns	5	140	13.517	16.088	2.571
10ns	5	150	13.976	16.210	2.234
10ns	5	160	15.572	19.133	3.560
10ns	5	170	15.924	14.763	-1.161
10ns	5	175	15.895	15.240	-0.655
10ns	5	180	14.137	14.099	-0.038
10ns	5	190	13.386	15.344	1.958
10ns	5	200	14.531	15.997	1.467
10ns	5	210	15.197	19.706	4.509
10ns	5	220	14.356	15.323	0.967
10ns	5	225	15.275	15.969	0.694
10ns	5	230	17.442	16.776	-0.666
10ns	5	240	20.367	18.295	-2.072
10ns	5	250	19.944	18.070	-1.874
10ns	5	260	19.154	16.716	-2.438
10ns	5	270	17.203	18.056	0.852
10ns	5	275	16.864	15.095	-1.769
10ns	5	280	20.483	16.935	-3.548
10ns	5	290	15.129	16.810	1.681
10ns	5	300	13.298	15.963	2.665
10ns	5	310	13.495	15.239	1.744
10ns	5	320	13.727	14.170	0.444
10ns	5	325	16.394	16.332	-0.062
10ns	5	330	14.779	16.069	1.290
10ns	5	340	16.080	14.480	-1.601
10ns	5	350	13.248	16.360	3.112
10ns	5	360	16.393	15.891	-0.502
10ns	5	370	17.757	16.772	-0.985
10ns	5	375	16.298	18.099	1.801
10ns	5	380	18.872	17.561	-1.311
10ns	5	390	20.974	18.198	-2.776
10ns	5	400	15.271	16.862	1.591
10ns	5	410	18.381	19.836	1.455
10ns	5	420	20.336	20.940	0.604
10ns	5	425	20.494	19.878	-0.616
10ns	5	430	24.281	21.272	-3.009
10ns	5	440	23.499	21.763	-1.736
10ns	5	450	21.621	19.444	-2.177
10ns	5	460	24.018	23.620	-0.399
10ns	5	470	26.637	23.988	-2.648
10ns	5	475	22.724	20.611	-2.113
10ns	5	480	21.771	23.272	1.501
10ns	5	490	24.077	23.106	-0.972
10ns	5	500	21.988	23.112	1.124
10ns	6	50	22.156	21.888	-0.267
10ns	6	60	22.770	21.316	-1.455
10ns	6	70	24.027	23.842	-0.185
10ns	6	75	20.880	22.824	1.944
10ns	6	80	22.124	19.013	-3.111
10ns	6	90	21.686	23.720	2.033
10ns	6	100	26.703	22.918	-3.785
10ns	6	110	23.407	23.650	0.243
10ns	6	120	19.886	19.257	-0.629
10ns	6	125	20.003	20.164	0.161
10ns	6	130	21.640	23.588	1.948
10ns	6	140	19.364	23.632	4.268
10ns	6	150	20.662	20.042	-0.620
10ns	6	160	18.643	21.191	2.548
10ns	6	170	22.127	15.950	-6.177
10ns	6	175	19.853	20.477	0.623
10ns	6	180	22.251	18.994	-3.257
10ns	6	190	19.972	17.397	-2.575
10ns	6	200	19.148	19.645	0.497
10ns	6	210	20.122	17.672	-2.450
10ns	6	220	20.434	22.491	2.058
10ns	6	225	19.484	17.340	-2.144
10ns	6	230	19.648	24.591	4.943
10ns	6	240	23.834	21.134	-2.700
10ns	6	250	18.723	25.354	6.631
10ns	6	260	31.298	31.714	0.415
10ns	6	270	24.905	24.603	-0.301
10ns	6	275	25.223	24.610	-0.613
10ns	6	280	26.786	22.860	-3.926
10ns	6	290	19.907	18.064	-1.844
10ns	6	300	16.825	13.108	-3.717
10ns	6	310	17.083	17.886	0.803
10ns	6	320	15.655	16.331	0.677
10ns	6	325	20.478	21.073	0.595
10ns	6	330	17.811	23.827	6.016
10ns	6	340	19.361	21.725	2.365
10ns	6	350	24.514	20.113	-4.401
10ns	6	360	25.596	20.796	-4.800
10ns	6	370	18.117	20.274	2.157
10ns	6	375	15.960	16.885	0.925
10ns	6	380	19.913	22.093	2.180
10ns	6	390	18.710	22.233	3.523
10ns	6	400	19.767	19.104	-0.663
10ns	6	410	20.232	23.512	3.280
10ns	6	420	21.578	24.712	3.134
10ns	6	425	24.055	24.262	0.207
10ns	6	430	23.566	22.032	-1.534
10ns	6	440	16.793	20.529	3.736
10ns	6	450	21.583	21.979	0.397
10ns	6	460	23.454	26.422	2.968
10ns	6	470	13.679	17.971	4.292
10ns	6	475	15.675	17.924	2.248
10ns	6	480	18.273	18.591	0.318
10ns	6	490	19.006	18.311	-0.695
10ns	6	500	19.923	18.210	-1.712
10ns	7	50	11.255	13.383	2.128
10ns	7	60	14.086	12.170	-1.916
10ns	7	70	14.575	14.733	0.158
10ns	7	75	14.322	14.342	0.020
10ns	7	80	16.026	13.449	-2.577
10ns	7	90	14.220	13.715	-0.505
10ns	7	100	14.609	12.625	-1.984
10ns	7	110	15.700	12.818	-2.882
10ns	7	120	10.748	11.092	0.344
10ns	7	125	13.097	11.917	-1.181
10ns	7	130	12.686	16.211	3.525
10ns	7	140	12.101	11.584	-0.516
10ns	7	150	14.636	15.308	0.672
10ns	7	160	13.776	16.318	2.542
10ns	7	170	16.842	12.396	-4.445
10ns	7	175	19.350	17.663	-1.687
10ns	7	180	11.642	13.866	2.224
10ns	7	190	19.206	15.451	-3.755
10ns	7	200	19.356	17.043	-2.313
10ns	7	210	15.291	18.937	3.646
10ns	7	220	14.613	16.112	1.499
10ns	7	225	16.242	17.045	0.802
10ns	7	230	15.289	19.297	4.008
10ns	7	240	18.762	16.496	-2.267
10ns	7	250	15.974	17.240	1.266
10ns	7	260	17.165	16.899	-0.266
10ns	7	270	16.966	14.392	-2.574
10ns	7	275	17.254	16.719	-0.536
10ns	7	280	15.806	19.654	3.848
10ns	7	290	13.711	15.898	2.187
10ns	7	300	17.030	18.925	1.894
10ns	7	310	16.329	17.772	1.442
10ns	7	320	19.901	17.343	-2.558
10ns	7	325	17.576	15.605	-1.971
10ns	7	330	14.962	15.022	0.060
10ns	7	340	15.288	14.698	-0.590
10ns	7	350	15.800	18.668	2.869
10ns	7	360	19.115	16.822	-2.293
10ns	7	370	17.123	17.836	0.713
10ns	7	375	18.214	18.165	-0.050
10ns	7	380	16.367	14.482	-1.884
10ns	7	390	17.834	18.313	0.478
10ns	7	400	19.056	17.190	-1.865
10ns	7	410	15.990	16.766	0.775
10ns	7	420	14.498	17.530	3.032
10ns	7	425	19.996	19.718	-0.278
10ns	7	430	17.166	18.581	1.416
10ns	7	440	16.707	15.746	-0.961
10ns	7	450	18.727	19.480	0.753
10ns	7	460	18.614	18.736	0.122
10ns	7	470	15.348	18.078	2.730
10ns	7	475	16.788	14.543	-2.245
10ns	7	480	23.171	22.042	-1.129
10ns	7	490	19.508	20.251	0.744
10ns	7	500	18.990	21.866	2.876
10ns	8	50	10.652	12.249	1.597
10ns	8	60	12.563	13.091	0.527
10ns	8	70	13.820	12.607	-1.213
10ns	8	75	13.835	14.326	0.491
10ns	8	80	11.385	16.816	5.431
10ns	8	90	13.850	11.415	-2.435
10ns	8	100	14.529	10.985	-3.544
10ns	8	110	13.589	12.596	-0.994
10ns	8	120	18.041	16.305	-1.735
10ns	8	125	16.523	15.811	-0.713
10ns	8	130	12.783	16.265	3.482
10ns	8	140	15.483	17.597	2.113
10ns	8	150	15.614	13.101	-2.513
10ns	8	160	15.072	13.697	-1.376
10ns	8	170	18.563	17.534	-1.030
10ns	8	175	20.288	16.470	-3.818
10ns	8	180	19.418	19.032	-0.386
10ns	8	190	18.546	17.636	-0.910
10ns	8	200	18.585	21.087	2.502
10ns	8	210	18.363	19.234	0.871
10ns	8	220	19.687	17.863	-1.824
10ns	8	225	14.853	18.430	3.578
10ns	8	230	17.594	18.965	1.371
10ns	8	240	19.041	15.677	-3.364
10ns	8	250	14.945	14.103	-0.843
10ns	8	260	15.695	15.503	-0.192
10ns	8	270	14.123	17.799	3.676
10ns	8	275	19.801	19.497	-0.304
10ns	8	280	18.858	18.457	-0.401
10ns	8	290	14.575	13.519	-1.056
10ns	8	300	19.869	14.674	-5.195
10ns	8	310	14.991	15.969	0.977
10ns	8	320	16.615	17.104	0.489
10ns	8	325	15.773	12.327	-3.446
10ns	8	330	18.925	14.956	-3.969
10ns	8	340	17.244	16.293	-0.951
10ns	8	350	17.321	14.611	-2.710
10ns	8	360	16.662	14.264	-2.397
10ns	8	370	19.286	19.887	0.601
10ns	8	375	20.026	15.685	-4.340
10ns	8	380	13.914	16.342	2.429
10ns	8	390	12.509	14.177	1.668
10ns	8	400	14.239	16.855	2.616
10ns	8	410	15.703	14.813	-0.890
10ns	8	420	12.827	14.943	2.116
10ns	8	425	11.652	12.557	0.905
10ns	8	430	17.257	17.385	0.128
10ns	8	440	17.316	17.730	0.414
10ns	8	450	21.097	24.946	3.849
10ns	8	460	19.650	18.068	-1.582
10ns	8	470	19.671	20.061	0.390
10ns	8	475	18.085	20.115	2.030
10ns	8	480	19.748	16.255	-3.493
10ns	8	490	21.210	19.472	-1.738
10ns	8	500	19.244	18.398	-0.847
10ns	9	50	17.691	18.757	1.066
10ns	9	60	18.573	18.578	0.005
10ns	9	70	16.708	13.699	-3.009
10ns	9	75	13.835	13.738	-0.097
10ns	9	80	14.416	13.309	-1.107
10ns	9	90	12.443	13.163	0.719
10ns	9	100	13.312	12.539	-0.772
10ns	9	110	14.612	14.160	-0.452
10ns	9	120	15.483	15.264	-0.219
10ns	9	125	20.021	16.949	-3.072
10ns	9	130	16.766	16.711	-0.055
10ns	9	140	16.577	16.284	-0.293
10ns	9	150	18.873	17.110	-1.763
10ns	9	160	14.014	17.235	3.221
10ns	9	170	19.159	15.268	-3.892
10ns	9	175	17.764	14.716	-3.048
10ns	9	180	17.705	18.391	0.686
10ns	9	190	18.743	19.936	1.193
10ns	9	200	15.971	16.445	0.474
10ns	9	210	12.312	14.896	2.584
10ns	9	220	14.224	16.948	2.724
10ns	9	225	17.156	16.716	-0.440
10ns	9	230	13.266	15.417	2.151
10ns	9	240	14.757	13.785	-0.972
10ns	9	250	14.968	15.111	0.143
10ns	9	260	17.855	16.249	-1.606
10ns	9	270	13.169	14.232	1.063
10ns	9	275	14.105	16.701	2.597
10ns	9	280	15.046	15.124	0.078
10ns	9	290	15.609	15.555	-0.053
10ns	9	300	14.653	15.863	1.210
10ns	9	310	17.434	15.150	-2.284
10ns	9	320	16.793	17.926	1.133
10ns	9	325	16.681	13.175	-3.505
10ns	9	330	15.799	15.562	-0.237
10ns	9	340	15.632	16.167	0.535
10ns	9	350	21.351	14.809	-6.542
10ns	9	360	17.567	15.601	-1.967
10ns	9	370	16.095	14.681	-1.413
10ns	9	375	12.662	14.655	1.992
10ns	9	380	15.552	15.674	0.121
10ns	9	390	17.432	17.927	0.496
10ns	9	400	15.389	13.345	-2.043
10ns	9	410	15.563	14.112	-1.451
10ns	9	420	14.090	14.717	0.627
10ns	9	425	13.892	13.938	0.046
10ns	9	430	13.694	15.351	1.657
10ns	9	440	16.300	18.307	2.007
10ns	9	450	14.712	13.848	-0.863
10ns	9	460	16.243	15.280	-0.963
10ns	9	470	14.927	14.206	-0.721
10ns	9	475	13.919	15.640	1.722
10ns	9	480	16.425	17.210	0.785
10ns	9	490	17.507	15.710	-1.797
10ns	9	500	13.253	13.596	0.342
10ns	10	50	15.077	14.993	-0.083
10ns	10	60	16.174	11.945	-4.229
10ns	10	70	14.397	11.506	-2.891
10ns	10	75	15.530	11.507	-4.022
10ns	10	80	11.976	10.601	-1.375
10ns	10	90	13.113	16.243	3.130
10ns	10	100	12.583	11.425	-1.158
10ns	10	110	17.067	13.893	-3.174
10ns	10	120	24.049	22.115	-1.934
10ns	10	125	18.468	15.839	-2.629
10ns	10	130	21.211	18.546	-2.665
10ns	10	140	19.050	19.463	0.414
10ns	10	150	18.416	19.577	1.161
10ns	10	160	16.940	15.504	-1.436
10ns	10	170	16.634	18.209	1.574
10ns	10	175	17.968	19.085	1.118
10ns	10	180	16.696	18.581	1.885
10ns	10	190	19.855	23.710	3.856
10ns	10	200	27.234	26.625	-0.609
10ns	10	210	24.443	22.321	-2.122
10ns	10	220	24.693	25.399	0.706
10ns	10	225	23.164	21.040	-2.124
10ns	10	230	21.685	20.716	-0.970
10ns	10	240	28.130	26.864	-1.266
10ns	10	250	21.867	23.935	2.068
10ns	10	260	25.806	27.848	2.043
10ns	10	270	25.829	25.259	-0.570
10ns	10	275	22.971	24.075	1.104
10ns	10	280	24.968	25.486	0.518
10ns	10	290	24.929	22.386	-2.543
10ns	10	300	25.188	21.477	-3.712
10ns	10	310	25.753	29.316	3.562
10ns	10	320	25.930	25.069	-0.861
10ns	10	325	19.644	14.967	-4.678
10ns	10	330	21.201	24.759	3.558
10ns	10	340	24.290	24.721	0.431
10ns	10	350	23.599	22.666	-0.933
10ns	10	360	23.528	21.553	-1.976
10ns	10	370	23.156	24.922	1.765
10ns	10	375	24.654	24.228	-0.425
10ns	10	380	23.445	21.675	-1.770
10ns	10	390	16.460	10.705	-5.755
10ns	10	400	19.098	22.657	3.559
10ns	10	410	22.059	22.938	0.879
10ns	10	420	21.985	22.331	0.346
10ns	10	425	19.298	15.666	-3.632
10ns	10	430	20.314	19.915	-0.399
10ns	10	440	22.983	25.239	2.256
10ns	10	450	20.387	19.458	-0.929
10ns	10	460	22.750	23.042	0.292
10ns	10	470	21.479	20.281	-1.198
10ns	10	475	23.982	20.561	-3.421
10ns	10	480	23.388	20.239	-3.150
10ns	10	490	21.369	21.722	0.354
10ns	10	500	19.735	18.082	-1.654
10ns	Average	Average	17.606	17.515	-0.091
20ns	1	50	9.324	9.578	0.255
20ns	1	60	9.184	9.322	0.138
20ns	1	70	8.932	9.125	0.193
20ns	1	75	9.251	8.157	-1.095
20ns	1	80	9.858	8.742	-1.116
20ns	1	90	9.345	9.012	-0.332
20ns	1	100	9.228	8.164	-1.065
20ns	1	110	8.766	11.693	2.927
20ns	1	120	9.300	10.965	1.665
20ns	1	125	9.198	8.911	-0.287
20ns	1	130	9.973	8.342	-1.631
20ns	1	140	9.123	9.004	-0.120
20ns	1	150	10.440	14.965	4.525
20ns	1	160	13.188	12.465	-0.724
20ns	1	170	13.821	12.502	-1.319
20ns	1	175	17.232	14.042	-3.190
20ns	1	180	14.170	11.996	-2.173
20ns	1	190	11.944	11.897	-0.047
20ns	1	200	16.861	17.142	0.280
20ns	1	210	17.515	15.600	-1.916
20ns	1	220	14.754	12.932	-1.822
20ns	1	225	14.947	13.337	-1.610
20ns	1	230	15.490	13.887	-1.603
20ns	1	240	12.949	15.147	2.198
20ns	1	250	14.642	15.900	1.257
20ns	1	260	20.149	18.363	-1.786
20ns	1	270	17.004	19.427	2.423
20ns	1	275	18.581	18.461	-0.120
20ns	1	280	19.189	16.629	-2.561
20ns	1	290	16.062	18.584	2.522
20ns	1	300	15.796	14.562	-1.234
20ns	1	310	18.540	17.319	-1.221
20ns	1	320	18.293	18.594	0.301
20ns	1	325	17.479	17.989	0.510
20ns	1	330	15.941	15.114	-0.827
20ns	1	340	16.010	15.767	-0.243
20ns	1	350	15.043	15.746	0.703
20ns	1	360	14.220	15.658	1.438
20ns	1	370	18.490	15.318	-3.172
20ns	1	375	19.023	17.634	-1.389
20ns	1	380	17.046	18.197	1.151
20ns	1	390	16.665	17.275	0.610
20ns	1	400	14.931	17.343	2.413
20ns	1	410	16.605	16.223	-0.382
20ns	1	420	17.085	16.411	-0.674
20ns	1	425	14.220	18.696	4.476
20ns	1	430	15.655	13.798	-1.857
20ns	1	440	16.078	14.650	-1.428
20ns	1	450	14.904	14.883	-0.022
20ns	1	460	14.252	13.019	-1.233
20ns	1	470	14.980	19.473	4.493
20ns	1	475	14.534	14.464	-0.069
20ns	1	480	19.321	13.730	-5.591
20ns	1	490	18.724	16.865	-1.859
20ns	1	500	15.185	15.430	0.245
20ns	2	50	20.902	23.953	3.051
20ns	2	60	18.711	17.931	-0.780
20ns	2	70	14.948	14.603	-0.346
20ns	2	75	17.156	16.977	-0.180
20ns	2	80	19.623	19.067	-0.556
20ns	2	90	20.033	19.424	-0.609
20ns	2	100	19.749	20.636	0.887
20ns	2	110	15.143	18.850	3.707
20ns	2	120	19.280	18.387	-0.893
20ns	2	125	17.507	17.190	-0.317
20ns	2	130	21.372	19.299	-2.073
20ns	2	140	18.886	18.283	-0.603
20ns	2	150	14.388	14.197	-0.191
20ns	2	160	21.215	20.621	-0.594
20ns	2	170	20.048	19.335	-0.714
20ns	2	175	18.667	18.565	-0.103
20ns	2	180	17.057	19.346	2.289
20ns	2	190	18.985	19.445	0.460
20ns	2	200	19.420	21.916	2.497
20ns	2	210	19.690	18.603	-1.087
20ns	2	220	21.943	19.503	-2.440
20ns	2	225	17.970	23.162	5.192
20ns	2	230	17.907	20.572	2.665
20ns	2	240	21.537	19.735	-1.802
20ns	2	250	24.098	22.259	-1.839
20ns	2	260	20.335	20.658	0.324
20ns	2	270	19.982	18.672	-1.310
20ns	2	275	20.281	20.039	-0.242
20ns	2	280	19.864	20.882	1.018
20ns	2	290	20.438	23.717	3.279
20ns	2	300	20.713	18.772	-1.941
20ns	2	310	19.715	17.462	-2.253
20ns	2	320	18.155	16.683	-1.472
20ns	2	325	17.538	13.871	-3.667
20ns	2	330	20.104	19.924	-0.180
20ns	2	340	30.005	26.669	-3.336
20ns	2	350	26.593	26.039	-0.554
20ns	2	360	25.252	25.650	0.399
20ns	2	370	24.555	25.770	1.215
20ns	2	375	31.933	23.270	-8.663
20ns	2	380	26.109	25.849	-0.259
20ns	2	390	23.335	25.743	2.408
20ns	2	400	31.548	31.213	-0.336
20ns	2	410	32.752	31.237	-1.515
20ns	2	420	28.273	29.651	1.378
20ns	2	425	31.028	35.466	4.438
20ns	2	430	30.023	32.969	2.946
20ns	2	440	34.638	34.759	0.120
20ns	2	450	35.679	34.815	-0.864
20ns	2	460	34.386	30.620	-3.766
20ns	2	470	31.786	31.148	-0.638
20ns	2	475	33.004	30.322	-2.682
20ns	2	480	29.646	32.560	2.914
20ns	2	490	30.874	28.352	-2.522
20ns	2	500	33.310	34.013	0.703
20ns	3	50	17.264	14.393	-2.871
20ns	3	60	11.448	12.951	1.504
20ns	3	70	11.021	13.260	2.239
20ns	3	75	13.094	15.071	1.977
20ns	3	80	17.494	15.845	-1.649
20ns	3	90	14.884	13.708	-1.176
20ns	3	100	13.529	15.738	2.209
20ns	3	110	14.628	14.067	-0.561
20ns	3	120	12.845	14.161	1.315
20ns	3	125	12.516	12.660	0.145
20ns	3	130	13.559	15.601	2.042
20ns	3	140	15.760	13.377	-2.383
20ns	3	150	12.811	11.469	-1.342
20ns	3	160	12.835	14.990	2.155
20ns	3	170	12.463	14.749	2.286
20ns	3	175	14.273	14.809	0.536
20ns	3	180	10.966	13.086	2.121
20ns	3	190	13.676	14.154	0.478
20ns	3	200	13.890	12.329	-1.560
20ns	3	210	12.807	14.581	1.774
20ns	3	220	12.108	13.509	1.402
20ns	3	225	14.504	14.158	-0.345
20ns	3	230	13.885	13.642	-0.243
20ns	3	240	14.030	14.749	0.719
20ns	3	250	15.384	14.496	-0.888
20ns	3	260	17.825	15.079	-2.746
20ns	3	270	20.045	15.292	-4.753
20ns	3	275	18.120	21.233	3.113
20ns	3	280	23.896	21.171	-2.725
20ns	3	290	21.197	18.862	-2.335
20ns	3	300	17.825	21.040	3.215
20ns	3	310	19.472	18.078	-1.394
20ns	3	320	19.841	17.331	-2.510
20ns	3	325	18.552	20.686	2.134
20ns	3	330	22.708	18.556	-4.152
20ns	3	340	19.101	20.319	1.218
20ns	3	350	17.600	18.566	0.966
20ns	3	360	18.555	17.981	-0.574
20ns	3	370	20.027	18.633	-1.394
20ns	3	375	16.147	19.528	3.381
20ns	3	380	18.211	19.893	1.682
20ns	3	390	18.929	18.630	-0.299
20ns	3	400	18.311	20.369	2.058
20ns	3	410	20.818	19.672	-1.147
20ns	3	420	16.997	18.435	1.438
20ns	3	425	19.394	19.129	-0.265
20ns	3	430	16.492	19.052	2.560
20ns	3	440	19.479	18.520	-0.959
20ns	3	450	19.136	17.387	-1.749
20ns	3	460	17.380	19.047	1.667
20ns	3	470	18.537	19.656	1.119
20ns	3	475	17.918	18.849	0.931
20ns	3	480	19.258	16.917	-2.341
20ns	3	490	19.516	19.718	0.202
20ns	3	500	17.277	18.483	1.205
20ns	4	50	16.195	11.919	-4.276
20ns	4	60	13.436	12.546	-0.890
20ns	4	70	11.087	12.543	1.456
20ns	4	75	13.125	12.464	-0.661
20ns	4	80	15.560	12.764	-2.796
20ns	4	90	16.823	13.665	-3.158
20ns	4	100	14.715	17.919	3.204
20ns	4	110	18.439	17.096	-1.344
20ns	4	120	8.672	10.106	1.434
20ns	4	125	12.717	10.822	-1.896
20ns	4	130	13.788	12.146	-1.642
20ns	4	140	12.193	11.220	-0.973
20ns	4	150	12.630	11.788	-0.842
20ns	4	160	10.180	12.815	2.634
20ns	4	170	12.708	11.639	-1.069
20ns	4	175	12.553	10.437	-2.116
20ns	4	180	11.125	11.218	0.094
20ns	4	190	11.502	11.984	0.482
20ns	4	200	11.976	8.856	-3.120
20ns	4	210	10.865	9.709	-1.156
20ns	4	220	10.988	11.955	0.967
20ns	4	225	12.216	10.740	-1.475
20ns	4	230	13.101	9.928	-3.173
20ns	4	240	10.995	11.714	0.718
20ns	4	250	8.943	10.087	1.145
20ns	4	260	10.973	13.612	2.639
20ns	4	270	13.842	14.411	0.569
20ns	4	275	12.987	14.119	1.132
20ns	4	280	12.498	13.224	0.726
20ns	4	290	13.250	12.847	-0.403
20ns	4	300	11.614	12.169	0.555
20ns	4	310	20.290	17.355	-2.935
20ns	4	320	13.314	12.828	-0.486
20ns	4	325	15.702	16.587	0.885
20ns	4	330	12.804	12.949	0.146
20ns	4	340	13.467	11.024	-2.442
20ns	4	350	14.635	17.557	2.922
20ns	4	360	15.578	14.414	-1.164
20ns	4	370	14.477	14.297	-0.180
20ns	4	375	15.064	14.228	-0.837
20ns	4	380	13.240	12.736	-0.504
20ns	4	390	10.467	14.425	3.958
20ns	4	400	10.455	14.014	3.559
20ns	4	410	16.351	16.167	-0.183
20ns	4	420	18.754	12.001	-6.753
20ns	4	425	9.955	14.449	4.494
20ns	4	430	15.276	17.525	2.249
20ns	4	440	20.351	13.178	-7.174
20ns	4	450	19.661	15.898	-3.763
20ns	4	460	16.884	13.885	-3.000
20ns	4	470	17.877	20.413	2.535
20ns	4	475	16.888	17.618	0.730
20ns	4	480	13.393	16.698	3.305
20ns	4	490	17.741	17.848	0.107
20ns	4	500	19.023	16.090	-2.934
20ns	5	50	13.872	16.804	2.932
20ns	5	60	18.692	19.340	0.649
20ns	5	70	21.281	22.097	0.817
20ns	5	75	23.432	20.889	-2.543
20ns	5	80	19.401	21.478	2.076
20ns	5	90	17.093	16.579	-0.514
20ns	5	100	17.996	16.865	-1.131
20ns	5	110	14.229	14.492	0.263
20ns	5	120	17.173	19.019	1.847
20ns	5	125	17.555	16.278	-1.277
20ns	5	130	14.399	16.148	1.749
20ns	5	140	13.510	16.260	2.750
20ns	5	150	15.075	15.556	0.481
20ns	5	160	15.960	19.239	3.279
20ns	5	170	15.356	13.732	-1.625
20ns	5	175	16.823	15.036	-1.787
20ns	5	180	13.827	14.606	0.780
20ns	5	190	14.415	15.526	1.111
20ns	5	200	15.295	15.139	-0.157
20ns	5	210	15.980	19.890	3.909
20ns	5	220	15.112	15.276	0.164
20ns	5	225	14.553	16.803	2.250
20ns	5	230	16.940	17.617	0.676
20ns	5	240	21.742	18.190	-3.553
20ns	5	250	19.811	18.739	-1.072
20ns	5	260	18.724	15.476	-3.249
20ns	5	270	16.938	17.484	0.546
20ns	5	275	17.545	15.869	-1.676
20ns	5	280	21.363	17.946	-3.417
20ns	5	290	13.856	16.173	2.317
20ns	5	300	12.906	15.248	2.343
20ns	5	310	14.319	13.398	-0.921
20ns	5	320	13.955	14.351	0.396
20ns	5	325	16.387	15.629	-0.758
20ns	5	330	15.643	16.583	0.940
20ns	5	340	15.803	14.066	-1.736
20ns	5	350	14.186	16.272	2.086
20ns	5	360	17.595	15.366	-2.229
20ns	5	370	17.810	15.836	-1.975
20ns	5	375	15.392	17.507	2.115
20ns	5	380	19.550	18.656	-0.894
20ns	5	390	19.916	19.352	-0.564
20ns	5	400	15.247	16.500	1.252
20ns	5	410	17.403	19.546	2.143
20ns	5	420	22.597	20.959	-1.639
20ns	5	425	20.422	18.841	-1.581
20ns	5	430	25.521	21.005	-4.517
20ns	5	440	21.814	21.929	0.115
20ns	5	450	19.906	18.466	-1.440
